list_place,A,B,C,mu_a-ea0,mu_b-ea0,mu_cea0,e,e_tot,zpe,harm_freq,formula,iupac_name,canonical_smi,internal_smi,weight,charge,name,multiplicity,distance,log_column,log_column_unc,mu_a,mu_b,mu_c
1954,0,4825.79110,4825.79110,0.0,0.0,-1.0479876,-188.920860024138,,,[],C3HO+,prop-2-ynylidyneoxidanium,C#CC#[O+],[C]#CC#[O+],53.04,1,geom1956,2,0.09199649,11.940977502281200,1.42866548000135,0.0,0.0,-2.6637187639352000
1409,23749.16858,544.52743,534.69299,0.5064146,-0.1959194,-0.2249529,-344.044693466624,,,[],C7H4O,"hepta-2,4,6-triyn-1-ol",C#CC#CC#CCO,C#CC#CC#CCO,104.11,0,geom1410,1,0.07305529,12.00493123538360,1.428684031679600,1.2871775127403600,-0.49797743980837700,-0.5717732354196160
657,12036.30748,1015.19713,941.7106,-1.1E-06,1.614834,-0.7424409,-301.017800327957,,,[],,,,N#CC#CCC#N,,0,geom658,1,0.07999393,11.917045893399900,1.4286893058303000,-2.79592109709E-06,4.104498589907490,-1.8870965233204400
974,0,4629.00120,4629.00120,0.0,0.0,2.5900493,-169.429184824651,,,[],C3HN,prop-2-yn-1-imine,[C-]#C[C+]=N,[C-]#CC#[NH+],51.05,0,geom975,1,0.060782842,12.065619108632000,1.4287025790540500,0.0,0.0,6.583248618521080
55,11797.5982,2438.57734,2217.44838,-0.0865305,-0.2016738,-2.8396262,-249.997219873382,,,[],C3H10NO+,3-hydroxypropylazanium,C(C[NH3+])CO,[NH3+]CCCO,76.12,1,geom56,1,0.059978094,12.207733981572000,1.428710533722410,-0.21993859135613300,-0.5126036655911900,-7.21760981857228
214,7810.97144,1555.49607,1460.4529,0.0007014,-0.0281979,-0.9016276,-271.666963789464,,,[],C5H10O,(Z)-pent-2-en-1-ol,CCC=CCO,CC/C=C\CO,86.13,0,geom215,1,0.057661075,11.770798980179500,1.4287997194965900,0.00178278096136266,-0.07167191227603100,-2.2917087532351100
1959,12333.58795,2568.70622,2353.07172,0.1949457,0.1224317,0.8739779,-232.363718550375,,,[],C4H8O,(Z)-but-2-en-1-ol,CC=CCO,C/C=C\CO,72.11,0,geom1961,1,0.09451756,11.807621536828100,1.4289005948034800,0.4955025412881620,0.31119033907508500,2.2214302263640100
846,677152.93381,10590.63271,10427.54649,-0.6981627,1.4294332,0.0,-168.580680580894,,,[],CHNO,cyanic acid,C(#N)O,N#CO,43.025,0,geom847,1,0.05835626,12.12888348921390,1.4289291483953300,-1.774552565573920,3.6332567643280600,0.0
1502,0,23188.49249,23188.49249,0.0,0.0,-0.750978,-452.818154363849,,,[],HNS,,N=S,[N]=S,47.08,0,geom1504,2,0.070228696,12.763704921912100,1.4289389218321600,0.0,0.0,-1.9087956669549600
411,0,11428.09456,11428.09456,0.0,0.0,0.0,-188.016704370889,,,[],CHO2+,hydroxymethanone,[C+](=O)O,O=C=[O+],45.017,1,geom412,2,0.037208665,12.322397039706800,1.428947093533470,0.0,0.0,0.0
1583,2396.46816,873.28589,662.38311,-0.1600643,0.4841196,-0.0616927,-462.153435796992,,,[],C10H10O,2-methyl-1H-inden-1-ol,CC1=CC2=CC=CC=C2C1O,CC1=Cc2ccccc2C1O,146.19,0,geom1585,1,0.09472129,11.763327851260900,1.4289492011412300,-0.40684286660085700,1.2305092755952500,-0.15680720133313100
1009,11236.41889,524.96258,523.07635,-0.3948789,0.343009,0.8336377,-346.53871303822,,,[],C7H8O,"hepta-2,4-diyn-1-ol",CCC#CC#CCO,CCC#CC#CCO,108.14,0,geom1010,1,0.043487135,11.893667361609500,1.4290203578012800,-1.0036820430051700,0.8718419087197670,2.1188956661450800
1648,29154.41351,4000.75665,3750.00771,0.0720898,-0.1059887,0.3246929,-210.2815389428,,,[],C2H7NO,N-ethylhydroxylamine,CCNO,CCNO,61.08,0,geom1650,1,0.0548283,11.853061508226300,1.4290545644764000,0.1832339933681810,-0.2693964021664940,0.8252870265321220
96,0,6450.43367,6450.43367,0.0,0.0,-0.3598869,-473.792348770708,,,[],C2HS+,ethynethiol,[C+]#CS,[C+]#C[S],57.1,1,geom97,2,0.06816134,12.251894442095200,1.4290791463592600,0.0,0.0,-0.9147412511602900
1614,0,13661.94428,13661.94428,0.0,0.0,6.84E-05,-130.237583770651,,,[],,,,[C+][N+]#[C-],,1,geom1616,3,0.10273824,12.219043569411500,1.429102855464480,0.0,0.0,0.00017385545730996
1490,6669.32874,3472.62227,2316.73275,1.3E-06,1.1128545,-0.9702046,-874.919303108276,,,[],C2H4S2,ethanedithioic acid,CC(=S)S,CC(=S)S,92.19,0,geom1492,1,0.06734821,11.909432049388100,1.4291264624647400,3.30427038747E-06,2.8285939768559500,-2.4660140996670600
1596,29370.69499,2361.47289,2243.14872,0.0689701,-0.035732,0.0905913,-247.084993637377,,,[],C3H5NO,N-prop-2-ynylhydroxylamine,C#CCNO,C#CCNO,71.08,0,geom1598,1,0.09915805,11.879177635982800,1.429134976098280,0.1753045069621880,-0.0908216842192908,0.23026011534800800
593,7107.01608,1191.81504,1071.89881,-0.3957717,0.4020976,1.4920317,-287.427894156255,,,[],C6H7N,hex-5-ynenitrile,C#CCCCC#N,C#CCCCC#N,93.13,0,geom594,1,0.025957538,12.047038964413500,1.4292003205499900,-1.0059513142374300,1.0220301481175100,3.792366279597330
320,284689.99008,10239.53267,9884.03074,-3.7E-05,-1.83E-05,1.4271733,-132.046090663074,,,[],C2H3N,acetonitrile,CC#N,[CH2]C#N,41.05,0,geom321,2,0.06242369,12.142661054625000,1.4293905991032500,-9.40446187203E-05,-4.651396006977E-05,3.6275126715214100
773,3887.37602,727.27078,624.53063,0.3628893,-0.470376,-0.5450904,-346.52873157752,,,[],C7H8O,"hepta-2,5-diyn-1-ol",CC#CCC#CCO,CC#CCC#CCO,108.14,0,geom774,1,0.059745137,11.872185514633900,1.4294826797977800,0.9223725907074750,-1.1955765290589100,-1.3854815901647500
669,25367.05859,1486.48319,1429.13631,-0.0003704,-1.3E-06,4.3E-06,-264.214965013339,,,[],C4H4N2,butanedinitrile,C(CC#N)C#N,N#CCCC#N,80.09,0,geom670,1,0.042109776,11.943213932995100,1.4295066814114900,-0.0009414628857837600,-3.30427038747E-06,1.092950974317E-05
333,16141.89601,1386.88461,1348.9975,-0.0498575,-0.0144104,-0.4540264,-233.290421362733,,,[],C6H8,(E)-hex-3-en-1-yne,CCC=CC#C,C#C/C=C/CC,80.13,0,geom334,1,0.06425668,11.876316758657500,1.4295393534701100,-0.12672512372560400,-0.03662758307045980,-1.1540199912689300
1119,31198.73748,2408.83902,2295.74791,0.0068673,0.0086868,0.3584605,-247.0782266581,,,[],C3H5NO,O-prop-2-ynylhydroxylamine,C#CCON,C#CCON,71.08,0,geom1120,1,0.04329861,11.869383433602800,1.4296190918670100,0.017454935409132900,0.022079643078364900,0.9111157040213000
1735,12624.72121,3381.22902,2906.53553,0.3100568,0.3600349,-0.9902442,-553.161775616619,,,[],C2H6OS,2-sulfanylethanol,C(CS)O,OCCS,78.14,0,geom1737,1,0.057152975,12.188135247559200,1.4296191638917300,0.7880857712874680,0.9151174296351710,-2.516949681864550
897,47671.34368,10705.41073,9310.64596,-0.1670727,-0.4396998,0.371846,-154.315949535842,,,[],C2H6O,methoxymethane,COC,[CH2]OC,46.07,0,geom898,2,0.05401818,12.007789287202100,1.4296926469884900,-0.4246564424343530,-1.1176054065511400,0.9451382511532070
360,0,6423.62410,6423.62410,0.0,-3E-07,1.0202398,-474.14291329981900,,,[],C2S,ethynethiolate,[C+]#C[S-],[C+]#C[S-],56.09,0,geom361,1,0.04690154,12.845952973059700,1.4297054010255600,0.0,-7.6252393557E-07,2.5931908917371700
7,1928.01892,589.8905,451.91474,0.3133334,0.2871177,-1.8685613,-533.322469817253,,,[],C11H8N2,1-aminonaphthalene-2-carbonitrile,C1=CC=C2C(=C1)C=CC(=C2N)C#N,N#Cc1ccc2ccccc2c1N,168.19,0,geom8,1,0.038301215,11.636596179491700,1.429748295961620,0.7964140577117630,0.7297803952526890,-4.749409054432650
1358,0,4641.91369,4641.91369,0.0,0.0,2.3916,-152.83343438287,,,[],C4H-,"buta-1,3-diyne",C#CC#[C-],[C-]#CC#C,49.05,-1,geom1359,1,0.07225664,12.39143385738720,1.429749086871480,0.0,0.0,6.07884081436404
1813,27132.43484,3682.07518,3514.82396,0.1673238,0.1696236,-0.8306913,-157.478422694816,,,[],C4H9+,butane,CCC[CH2+],[CH2+]CCC,57.11,1,geom1815,1,0.06570657,11.910718803507200,1.4297667452920000,0.4252946749684250,0.43114018345850500,-2.1114066643992000
1896,3594.50382,973.98275,788.75082,0.3014177,-0.696953,-0.2687949,-346.52573412033,,,[],C7H8O,"hepta-3,6-diyn-1-ol",C#CCC#CCCO,C#CCC#CCCO,108.14,0,geom1898,1,0.053821757,11.910347039551700,1.42991033871431,0.7661273695148590,-1.7714778148910600,-0.6832084833638150
786,0,10365.30733,10365.30733,0.0,0.0,-0.6458846,-150.792851840609,,,[],C2HO+,ethynol,[C+]#CO,[C+]#C[O],41.03,1,geom787,2,0.06596881,13.099829121052500,1.429931542945230,0.0,0.0,-1.6416748903868500
379,26416.16815,1319.58576,1270.39177,0.5511497,-0.4239295,1.4179696,-284.007321317351,,,[],C4H3NO,4-hydroxybut-2-ynenitrile,C(C#CC#N)O,N#CC#CCO,81.07,0,geom380,1,0.051433556,11.909459819029800,1.4299564910428100,1.4008827944407500,-1.077521302480740,3.604119199702060
1498,7378.95699,7274.0044,4149.71436,-0.295683,0.463202,0.6036915,-248.366479669356,,,[],C3H7NO,"1,2-oxazolidine",C1CNOC1,C1CNOC1,73.09,0,geom1500,1,0.069337346,11.82072116054830,1.4299628952073900,-0.7515512161371480,1.1773420400129800,1.534430728167190
771,15445702107.0255,4804.17833,4804.17683,0.0020212,-1.152918,0.0,-152.174246009626,,,[],C4H+,"buta-1,3-diyne",C#CC#[C+],[C+]#CC#C,49.05,1,geom772,1,0.05938736,12.425114824619400,1.429980954318500,0.00513737792858028,-2.9304252358316400,0.0
1495,5582.02364,2848.43952,1886.02411,1.19E-05,0.5720316,-1.5772868,-270.129055787097,,,[],C7H6,"5-methylidenecyclohexa-1,3-diene",[CH+]=C1[CH-]C=CC=C1,[CH+]=C1C=C[CH-]C=C1,90.12,0,geom1497,1,0.06888194,11.89726234048130,1.4299861224490200,3.024678277761E-05,1.45395928967468,-4.009063127528710
1947,6095.47294,1641.59603,1379.92032,0.7317975,-0.4354677,-1.3032053,-357.82889930413,,,[],C3H7N3O,(2S)-1-azidopropan-2-ol,CC(CN=[N+]=[N-])O,C[C@H](O)CN=[N+]=[N-],101.11,0,geom1949,1,0.08605379,11.652743869653500,1.4301054279483700,1.8600436991342900,-1.1068484813920500,-3.3124174473722700
1297,19805.97988,8328.6864,6092.36844,-0.0001109,0.1131568,0.1453973,-513.836750004555,,,[],CH4OS,hydroxysulfanylmethane,CSO,CSO,64.11,0,geom1298,1,0.05091345,12.509605194595900,1.4301211026320600,-0.00028187968151571,0.2876158949083580,0.3695630713908400
1727,87145.75564,11708.191,10321.4812,-1.08E-05,1.1999601,1.1864179,-189.697713238402,,,[],CH2O2,formic acid,C(=O)O,O=CO,46.025,0,geom1729,1,0.05621866,12.086432098566500,1.4301271691378600,-2.745086168052E-05,3.049994326596570,3.0155734877956500
1192,2587.95412,444.5131,380.45528,0.4399433,0.0177163,-0.1521458,-876.364355241692,,,[],C9H9NOS,5-methoxy-1-benzothiophen-2-amine,COC1=CC2=C(C=C1)SC(=C2)N,COc1ccc2sc(N)cc2c1,179.24,0,geom1193,1,0.052587345,11.513206758648500,1.4301745964267100,1.1182243218121800,0.04503034266579600,-0.386716047321487
1958,23540.00181,1325.10832,1274.988,-8.01E-05,1.8E-06,9.6E-06,-307.532724671671,,,[],C4H8O2,"(E)-1,2-dimethoxyethene",COC=COC,CO/C=C/OC,88.11,0,geom1960,1,0.09425088,11.727774257755500,1.4303466755011300,-0.00020359389079719000,4.57514361342E-06,2.440076593824E-05
148,3360.07979,679.68211,569.39139,-0.0001872,-0.2063569,0.6168008,-462.149371937809,,,[],C10H10O,2-methoxy-1H-indene,COC1=CC2=CC=CC=C2C1,COC1=Cc2ccccc2C1,146.19,0,geom149,1,0.060003463,11.776903117242000,1.4304695156661400,-0.00047581493579568000,-0.5245069184000830,1.5677512449290800
1592,2818.52284,2800.56586,1409.60663,0.6130013,-2.1231186,-0.0655511,-317.068957101185,,,[],C4HN3,,C(=C(C#N)C#N)=N,N#CC(=C=N)C#N,91.07,0,geom1594,1,0.098297685,11.91494160175810,1.430481005943890,1.5580938792850900,-5.396429168512900,-0.1666142758431420
124,198916.50498,34394.20672,29323.8812,0.0001943,-0.7644673,0.5953795,-114.747278432922,,,[],CH3O+,methylideneoxidanium,C=[OH+],[CH2+]O,31.034,1,geom125,1,0.0546108,12.191252902647500,1.4304835386268200,0.00049386133560417,-1.9430820473685700,1.513303731659000
1563,19082.83139,3986.29197,3359.99606,-0.0001863,0.1254377,1.9596034,-546.883620110742,,,[],CH2N2S,amino thiocyanate,C(#N)SN,N#CSN,74.11,0,geom1565,1,0.09104734,12.11408506173270,1.4304930221594300,-0.00047352736398897,0.31883082890949700,4.980814989081180
1751,28171.8002,5071.35335,4542.08278,-1E-07,-0.5054531,-1.4870653,-171.980899841973,,,[],C3H5N,isocyanoethane,CC[N+]#[C-],[C-]#[N+]CC,55.08,0,geom1753,1,0.035987303,11.866901992192400,1.4304986734601000,-2.5417464519E-07,-1.2847336235268600,-3.779742950018610
1587,5720.76427,992.45831,920.08209,-0.0621448,0.1329779,0.9085404,-310.97086491034,,,[],C6H12O,(Z)-hex-2-en-1-ol,CCCC=CCO,CCC/C=C\CO,100.16,0,geom1589,1,0.09685162,11.745971058114800,1.4305217104184800,-0.1579563249040350,0.33799610550611300,2.3092793381078100
1124,31033.6642,2526.96672,2408.00418,-5.26E-05,0.2998676,-1.9837246,-247.184620645432,,,[],C3H5NO,ethyl cyanate,CCOC#N,CCOC#N,71.08,0,geom1125,1,0.045557585,11.869068644444900,1.4305239390643900,-0.00013369586336994,0.7621874083397690,-5.042124963596750
525,10009.06184,594.64145,578.31738,-0.3058515,-0.4989696,0.3027508,-346.525341282784,,,[],C7H8O,"hepta-2,6-diyn-1-ol",C#CCCC#CCO,C#CCCC#CCO,108.14,0,geom526,1,0.061482076,11.922090108987800,1.4305656629495200,-0.7773969649332930,-1.2682542104059600,0.7695157717098870
1081,19821.87161,2270.32779,2196.97467,-0.0399273,0.0266497,0.343018,-248.375037715062,,,[],C3H7NO,(NZ)-N-propylidenehydroxylamine,CCC=NO,CC/C=N/O,73.09,0,geom1082,1,0.028045991,12.002578696581400,1.43059284232819,-0.10148507310894700,0.06773678041919940,0.8718647844378340
1018,15143.65995,2824.52469,2566.16117,0.0869277,-0.5902652,0.1696109,-284.240836381129,,,[],C2H5NO2,2-nitrosoethanol,C(CO)N=O,O=NCCO,75.07,0,geom1019,1,0.03989217,11.997268316438400,1.430649449252480,0.22094817304682800,-1.500304477780040,0.43110790327856600
663,10221.57488,573.2408,549.05065,0.518326,-0.1732095,-0.03772,-346.532252587076,,,[],C7H8O,"hepta-4,6-diyn-1-ol",C#CC#CCCCO,C#CC#CCCCO,108.14,0,geom664,1,0.08042968,11.951038349701500,1.4306546643359200,1.3174532714275200,-0.440254632060373,-0.09587467616566800
533,57384.05153,10167.89761,8637.42894,-0.7968729,-1.32E-05,0.0,-548.528927714378,,,[],O2S,sulfur dioxide,O=S=O,O=S=O,64.07,0,geom534,1,0.06360039,12.022779374231100,1.4307638559096900,-2.0254488661902600,-3.355105316508E-05,0.0
181,11179.20174,4432.77995,3239.49155,2.44E-05,0.1005757,0.2618323,-304.221035602039,,,[],C2H4O3,methyl hydrogen carbonate,COC(=O)O,COC(=O)O,76.05,0,geom182,1,0.039167743,11.833709378920800,1.4307639444428500,6.201861342636E-05,0.25563792862235900,0.6655113195178160
551,286115.07319,7938.06592,7723.77509,-0.5895461,0.1278719,0.0,-796.556355019314,,,[],H3S2+,sulfanylsulfanium,[SH2+]S,[S+]S,67.16,1,geom552,3,0.08010763,12.590257995930300,1.4307708739462400,-1.4984767079064800,0.3250179481227120,0.0
439,2865.584,646.7474,527.65778,9.9E-06,0.1396532,-2.0655898,-798.742902042265,,,[],C9H5NS,1-benzothiophene-2-carbonitrile,C1=CC=C2C(=C1)C=C(S2)C#N,N#Cc1cc2ccccc2s1,159.21,0,geom440,1,0.044849645,11.862158313354400,1.4308301550560500,2.516328987381E-05,0.3549630255964810,-5.2502055452308300
777,156839.01762,2050.15564,2049.41727,-0.0032968,0.0519216,0.1355939,-192.399712917849,,,[],,,,[CH+]=[C]C#CC,,1,geom778,2,0.06173325,12.021638958199200,1.4308749681011300,-0.008379629702623920,0.13197154257697100,0.34464531422428300
1503,19896.90917,359.68325,355.12309,0.4840687,-0.1557967,-0.9005435,-383.360623622385,,,[],C8H6O,"octa-2,4,6-triyn-1-ol",CC#CC#CC#CCO,CC#CC#CC#CCO,118.13,0,geom1505,1,0.070373565,11.892782767454400,1.4309723436838400,1.2303799007008500,-0.39599570944272900,-2.2889532459066100
135,8023.3116,427.86757,412.33935,-0.1405261,-1.1118334,-1.456386,-363.55167969149300,,,[],,,,CCC#CC#CCC#N,,0,geom136,1,0.05672189,11.905243137110500,1.4309936126124300,-0.35718171607434500,-2.8259985995539100,-3.701763948096830
436,166435.12441,18403.05086,16570.78721,0.0001214,-0.0002953,-1.5677569,-365.850596146737,,,[],H2OSi,oxosilane,O=[SiH2],O=[SiH2],46.1,0,geom437,1,0.044140752,12.323921168081900,1.431042116335840,0.00030856801926066000,-0.00075057772724607,-3.984840538016740
714,2944.45235,1454.46856,1318.64273,0.5710378,-0.3213047,0.8812342,-385.447083877078,,,[],C10H8,"tricyclo[5.2.1.02,6]deca-1,3,6,8-tetraene",C1C=CC2=C3CC(=C21)C=C3,C1=CC2=C3C=CC(=C2C1)C3,128.17,0,geom715,1,0.04343559,11.88988099859470,1.4310490296031000,1.451433302050780,-0.816675081203794,2.2398739011429300
1163,1486.49895,953.00673,580.70925,7.89E-05,-1.2139551,1.4326999,-477.977065419206,,,[],C11H7N,naphthalene-1-carbonitrile,C1=CC=C2C(=C1)C=CC=C2C#N,N#Cc1cccc2ccccc12,153.18,0,geom1164,1,0.053486325,11.80930542965160,1.4311417659643700,0.00020054379505491000,-3.0855660681909100,3.641559887462490
94,33387.87723,26815.0967,14871.34447,-0.0002275,-0.0046458,1.0540786,-152.422225544122,,,[],C2H2O,oxirene,C1=CO1,C1=CO1,42.04,0,geom95,1,0.06773399,12.053801290229200,1.431272375289570,-0.00057824731780725,-0.011808445666237000,2.679200541573720
1578,6377.58556,497.57634,464.26592,-0.0001843,0.7004486,-0.2424995,-383.319141513672,,,[],,,,C#CC#CCOCC#C,,0,geom1580,1,0.093822055,11.977982677974700,1.4312896286187300,-0.00046844387108517,1.7803627437883200,-0.6163722437125240
995,14365.99419,2551.21688,2223.18168,0.0003079,0.3551668,0.5066504,-819.34051203403,,,[],H3NOSSi,(sulfinylamino)silane,N(=S=O)[SiH3],O=S=N[SiH3],93.18,0,geom996,1,0.066320695,12.078932222113500,1.431294598109600,0.00078260373254001,0.9027439537326770,1.2877768565537200
1239,6390.37034,431.75262,416.36225,0.1338662,-0.7413381,-0.4378094,-383.338950763938,,,[],,,,C#CCC#CC#CCO,,0,geom1240,1,0.06922762,11.914499641843300,1.4314226660538300,0.34025393887933600,-1.8842934853332900,-1.112800489058470
1336,34632.73088,3705.18287,3492.36282,3E-07,-0.0353654,0.0030923,-157.173006992572,,,[],C4H8,(E)-but-2-ene,CC=CC,C/C=C/C,56.11,0,geom1337,1,0.0692588,11.915209701748600,1.431473554687500,7.6252393557E-07,-0.08988987997002430,0.00785984255321037
536,3188.66913,330.47269,301.86245,0.0367791,-0.1324766,-1.7457417,-839.272214967951,,,[],C10H9NS,"5-isothiocyanato-2,3-dihydro-1H-indene",C1CC2=C(C1)C=C(C=C2)N=C=S,S=C=Nc1ccc2c(c1)CCC2,175.25,0,geom537,1,0.06393672,12.032257899368200,1.4315298208299400,0.09348314692907530,-0.3367219280097760,-4.4372327719088700
332,3832.08859,503.09913,458.83795,0.0640759,0.8676553,0.0387287,-383.33822175871500,,,[],,,,C#CC#CCC#CCO,,0,geom333,1,0.06418069,11.913916012043600,1.4315642390542600,0.1628646914772990,2.20535978024723,0.09843853581169950
1011,190059297778.526,219.37855,219.37855,7.4E-06,-0.0002123,3.8096419,-435.605055835588,,,[],,,,C#CC#CC#CC#C[C+]=C=[N],,1,geom1012,2,0.034439564,11.768770636748400,1.431617169425100,1.880892374406E-05,-0.00053961277173837,9.683143782334570
265,0,56428.48461,56428.48461,0.0,0.0,0.8308898,-92.115469175899,,,[],CN+,azanylidynemethane,[C+]#N,[C+]#N,26.017,1,geom266,1,0.06702824,12.681505178281600,1.431617576479490,0.0,0.0,2.1119112010699000
348,17302.09065,405.7452,399.4073,0.0047732,0.3608711,-2.2767194,-363.55196110415900,,,[],,,,CC#CCCC#CC#N,,0,geom349,1,0.039951544,11.910009675385300,1.4316326231598800,0.012132264164209100,0.91724283801825,-5.786843456921900
1741,46355.6386,4234.23534,3976.05929,-4E-07,-0.0296567,0.3199782,-209.06921940646,,,[],C2H5NO,(NZ)-N-ethylidenehydroxylamine,CC=NO,C/C=N/O,59.07,0,geom1743,1,0.0583565,12.085582868147000,1.4316480073673000,-1.01669858076E-06,-0.07537981200006270,0.8133034545353490
1338,0,4774.51707,4774.51707,0.0,0.0,0.8621573,-189.32347197988,,,[],C3O,prop-2-ynylidyneoxidanium,[C-]#CC#[O+],[C-]#CC#[O+],52.03,0,geom1339,1,0.06959952,11.962590650926300,1.4318014275374500,0.0,0.0,2.1913852582546800
1910,7628.416,7220.88679,4416.64549,0.6177982,0.0003716,-0.9807269,-589.026612296106,,,[],CH4O2S,methanesulfinic acid,CS(=O)O,CS(=O)O,80.11,0,geom1912,1,0.058263637,12.128642138766700,1.431842024847980,1.5702863828402100,0.0009445129815260400,-2.492759118357890
980,17424.96443,5560.19073,4820.54534,-0.0936451,0.0250838,-0.1277237,-230.185280937583,,,[],C2H6O2,methoxymethanol,COCO,COCO,62.07,0,geom981,1,0.06289691,11.876407634413600,1.4318967254249100,-0.23802210066282100,0.06375665965016920,-0.32464126129854
1278,0,12469.27947,12469.27947,0.0,0.0,0.0001084,-113.908387962166,,,[],C3H2,prop-1-yne,[CH2+]C#[C-],[C+]C#[C-],38.05,0,geom1279,3,0.0835057,12.052450083394600,1.4319381855276200,0.0,0.0,0.00027552531538596
1604,15878.84291,3447.63599,3270.89332,-0.3662788,-7.39E-05,-1.7248673,-210.071744268234,,,[],C4H5N,cyclopropanecarbonitrile,C1CC1C#N,N#CC1CC1,67.09,0,geom1606,1,0.10125512,12.099352073773800,1.4320381404850400,-0.9309878403061900,-0.00018783506279541000,-4.384175339773330
1364,5810.05474,2452.17115,1858.18784,-0.790419,-0.4960359,0.4390844,-287.69617917693,,,[],C4H9NO,(2S)-1-aminobut-3-en-2-ol,C=CC(CN)O,C=C[C@H](O)CN,87.12,0,geom1365,1,0.048056368,11.718553743033800,1.4320438205153600,-2.009044688764350,-1.260797488840020,1.1160412157846400
1401,0,559.66413,559.66413,0.0,0.0,7E-07,-337.834513711146,,,[],C6N2,"hexa-2,4-diynedinitrile",C(#CC#N)C#CC#N,N#CC#CC#CC#N,100.08,0,geom1402,1,0.07161433,11.927379932909400,1.432051018451670,0.0,0.0,1.77922251633E-06
1536,14800.20686,401.13979,393.42176,-0.0009224,-0.2478629,-1.8822414,-363.560262007755,,,[],,,,CC#CC#CCCC#N,,0,geom1538,1,0.06090905,11.913538554663800,1.4320548352797000,-0.00234450692723256,-0.6300046466326440,-4.784180400069290
1568,9078.51733,802.62603,781.21539,-0.3723098,-6.2E-06,0.3493209,-345.289207019297,,,[],,,,C#CC#CC1COC1,,0,geom1570,1,0.09182467,11.920242632954100,1.4321439783551100,-0.9463171131575990,-1.575882800178E-05,0.8878851581495150
508,2552.79253,644.46317,521.28061,0.1968897,-1.3683301,0.583049,-363.542494518685,,,[],,,,CC#CCC#CCC#N,,0,geom509,1,0.055247556,11.88352931909890,1.4321764602850000,0.5004436963906550,-3.4779481767029700,1.4819627270338400
1593,1738703672226.64,569.08536,569.08536,-0.0001216,-5.4E-05,7.85E-05,-305.349059718393,,,[],,,,C#CC#CC#C[C]=[CH+],,1,geom1595,2,0.0984872,12.033950232807900,1.4321989117144700,-0.00030907636855104,-0.0001372543084026,0.00019952709647415000
710,6785.38605,463.55708,440.28042,-0.3430803,-0.4087677,0.0456819,-383.355161228266,,,[],C8H6O,"octa-3,5,7-triyn-1-ol",C#CC#CC#CCCO,C#CC#CC#CCCO,118.13,0,geom711,1,0.042454507,11.93299338950870,1.4322355289965200,-0.8720231352417880,-1.0389838511263200,0.1161118072410510
1084,32098.58032,4624.56639,4264.30493,0.0013002,-2E-06,-2.1E-06,-230.093004667968,,,[],C2H6O2,methylperoxymethane,COOC,COOC,62.07,0,geom1085,1,0.033997066,11.893724132783700,1.4322423651922700,0.00330477873676038,-5.0834929038E-06,-5.33766754899E-06
1561,713008.23975,381574.86177,248556.75202,-0.8818351,1.54E-05,0.0,-55.8554990455845,,,[],H3N,,N,[2H][NH],18.037,0,geom1563,2,0.090009265,12.706211383531700,1.4322498041886400,-2.2414012365858800,3.914289535926E-05,0.0
1334,79652.89854,5234.10941,4911.37567,-2.42E-05,0.1477506,-0.8894487,-280.190643757053,,,[],NO3-,oxido nitrite,N(=O)O[O-],O=NO[O-],62.005,-1,geom1335,1,0.06861599,12.180104879031400,1.4322782007174900,-6.151026413598E-05,0.37554456331609600,-2.260753077372070
683,12982.99687,882.98555,871.14247,0.0208157,0.0511811,-0.0758282,-272.61376484275,,,[],C7H10,"(3E)-hepta-1,3,6-triene",C=CCC=CC=C,C=C/C=C/CC=C,94.15,0,geom684,1,0.048725855,11.70618423850320,1.4323841554648700,0.052908231618814800,0.1300893793293390,-0.19273605830396400
1083,3225.61187,700.45822,601.74701,-0.0156272,0.250814,0.3632803,-462.16942397134100,,,[],C10H10O,2-ethyl-1-benzofuran,CCC1=CC2=CC=CC=C2O1,CCc1cc2ccccc2o1,146.19,0,geom1084,1,0.032855537,11.779937534090200,1.4324546008548500,-0.03972038015313170,0.6375055945868470,0.9233664135701680
1476,0,5163.39300,5163.39300,0.0,0.0,4.89E-05,-151.429483649359,,,[],C4H+,"buta-1,3-diyne",C#CC#[C+],[C]#CC#[C+],49.05,1,geom1478,2,0.06299246,12.102528475802400,1.4324623412017900,0.0,0.0,0.00012429140149791
884,9826.9201,3411.65337,2935.08273,-0.0897583,-0.0254715,0.299877,-248.374515261239,,,[],C3H7NO,(NE)-N-propylidenehydroxylamine,CCC=NO,CC/C=N\O,73.09,0,geom885,1,0.05154007,12.043990569379400,1.4326308492801300,-0.22814284055357600,-0.06474209474957090,0.7622113007564160
1817,8132.09029,3968.44176,2955.28892,-0.3632636,0.5813232,-0.02731,-232.365849799819,,,[],C4H8O,(2S)-but-3-en-2-ol,CC(C=C)O,C=C[C@H](C)O,72.11,0,geom1819,1,0.034599017,11.83512823468240,1.432641922288570,-0.9233239664044210,1.4775761810071500,-0.069415095601389
1925,17433.43839,6644.47447,4958.11063,9.7E-05,-0.127899,0.269259,-209.072269413595,,,[],C2H5NO,(NE)-N-ethylidenehydroxylamine,CC=NO,C/C=N\O,59.07,0,geom1927,1,0.059926674,12.120694206376700,1.4328227219700200,0.0002465494058343,-0.32508682945155800,0.6843881078921420
